01.01.2006;32,10;30,07;27,94;21,71;8,24;1,13;0,00;0,00;0,00;0,60;6,96;27,07;28,33;27,18;26,74;27,36;31,90;44,11;44,49;45,02;35,57;34,93;41,92;32,40
02.01.2006;34,25;31,96;28,18;25,06;26,93;29,05;36,65;49,88;53,52;67,64;76,18;80,41;88,63;90,02;75,97;67,69;69,07;89,85;88,68;73,72;60,01;49,52;49,56;39,27
03.01.2006;38,05;35,87;32,58;32,32;32,35;31,48;27,87;57,57;73,52;87,43;90,06;78,05;77,31;74,09;73,02;70,18;69,62;92,58;91,03;84,26;68,09;60,26;60,79;41,10
04.01.2006;39,11;35,28;35,03;32,57;32,56;36,99;36,09;49,90;69,00;82,42;86,59;95,02;92,09;85,07;81,99;82,41;80,95;95,97;92,94;86,55;68,07;51,40;53,66;44,53
05.01.2006;49,11;45,32;40,42;43,54;44,20;43,08;34,54;49,11;66,55;82,04;82,43;82,49;86,50;82,47;79,60;77,98;86,70;97,31;90,65;85,20;65,00;47,85;55,22;44,05
06.01.2006;42,83;42,66;38,73;32,56;27,43;32,06;11,10;31,05;34,15;40,70;47,10;52,99;48,53;42,15;37,33;32,94;40,19;62,32;63,11;49,55;53,34;43,03;47,90;36,09
07.01.2006;40,97;37,32;39,51;35,41;34,97;36,88;32,79;40,73;45,19;52,99;65,00;64,63;65,09;53,33;43,22;40,92;53,10;79,92;69,94;54,71;44,09;43,29;60,02;42,78
08.01.2006;41,00;36,04;35,12;32,91;32,60;30,55;23,69;27,41;27,08;32,54;36,91;49,41;45,05;36,93;34,62;34,01;35,27;45,02;47,90;49,95;49,15;46,93;55,50;45,00
09.01.2006;37,93;34,46;33,93;31,28;31,02;34,46;41,02;90,33;101,85;100,08;100,07;104,35;100,99;110,01;100,86;96,34;96,96;150,06;146,99;107,53;92,57;68,06;66,40;52,42
10.01.2006;48,31;42,06;42,08;35,35;35,35;43,95;64,94;120,05;111,85;146,91;138,94;120,04;96,98;96,91;95,02;92,96;95,79;122,82;105,18;95,97;90,03;66,32;65,05;47,83
11.01.2006;45,88;41,22;39,75;33,08;37,16;41,17;42,11;86,55;95,11;93,00;92,96;92,95;92,77;92,97;92,73;90,05;90,06;95,19;98,53;93,81;82,46;70,84;68,08;51,16
12.01.2006;40,43;51,95;40,06;35,73;35,34;39,50;58,79;109,98;126,60;120,08;120,02;115,71;105,14;104,11;92,77;89,96;93,99;262,42;158,06;120,03;94,18;72,06;68,99;50,06
13.01.2006;45,46;46,09;38,77;36,98;37,32;37,94;51,71;88,16;103,15;108,21;100,62;93,96;88,12;75,07;66,36;63,09;64,89;88,18;88,18;82,43;67,79;51,91;45,17;38,24
14.01.2006;57,88;42,12;38,01;37,37;35,93;30,17;27,84;39,47;48,05;55,84;65,00;69,99;66,83;52,97;46,04;41,72;44,75;69,90;84,99;76,51;52,97;45,25;55,78;41,89
15.01.2006;47,07;40,69;36,36;34,93;34,76;32,04;21,91;26,31;30,54;35,91;39,64;44,91;43,93;37,07;33,12;29,87;34,54;52,82;67,04;62,66;40,89;41,24;45,53;42,85
16.01.2006;42,40;38,55;37,65;35,65;35,27;37,92;43,31;94,07;92,93;92,78;92,91;92,99;90,25;90,09;90,04;86,16;90,00;93,94;94,12;92,99;82,78;61,79;62,38;48,98
17.01.2006;43,49;35,83;34,41;32,32;33,32;33,33;42,86;74,25;86,15;91,00;90,82;87,26;79,36;79,66;82,56;79,63;82,51;91,02;92,27;85,07;71,01;57,82;50,15;43,45
18.01.2006;41,04;33,44;35,61;38,21;34,88;38,40;49,51;77,99;88,39;86,33;88,39;90,05;85,02;85,02;84,00;80,84;84,49;102,05;97,19;91,05;83,92;68,07;61,62;52,29
19.01.2006;47,78;44,80;41,74;33,54;33,55;38,21;47,75;80,82;88,98;88,94;88,96;90,21;87,29;83,38;75,51;75,86;79,81;88,95;88,70;85,20;68,48;59,01;49,08;41,85
20.01.2006;46,96;43,11;36,07;37,46;38,18;38,32;46,53;84,81;87,10;84,65;85,33;84,01;78,98;78,17;65,67;62,48;59,16;76,86;82,59;61,29;55,04;46,75;45,96;37,31
21.01.2006;38,64;31,49;37,13;28,54;27,99;23,22;4,39;28,53;38,36;43,92;48,62;52,87;48,16;45,24;43,01;41,93;45,71;58,24;67,24;60,02;46,43;44,58;45,77;39,63
22.01.2006;49,88;38,96;36,05;35,33;35,33;33,21;23,38;28,02;31,34;39,92;42,22;46,59;44,83;41,75;38,00;33,22;34,77;49,46;68,05;71,03;60,01;48,52;56,94;48,66
23.01.2006;42,16;39,70;38,59;37,09;37,61;40,79;49,35;89,91;94,96;93,90;93,96;91,01;90,06;95,03;90,03;88,95;88,53;93,64;94,92;90,00;82,51;66,32;65,79;51,97
24.01.2006;53,06;55,20;48,15;44,12;38,34;49,00;54,63;97,99;150,01;130,97;125,85;128,91;103,58;96,44;95,06;91,08;89,01;99,34;98,38;90,09;91,18;76,94;69,56;54,08
25.01.2006;55,29;53,86;46,43;43,39;45,23;45,02;57,90;106,19;100,08;104,99;118,13;109,98;92,74;90,28;94,92;91,07;88,75;119,50;122,78;112,31;85,04;72,02;59,91;48,51
26.01.2006;50,19;44,97;40,82;41,07;40,63;48,47;57,57;90,53;114,75;116,65;117,84;119,41;93,56;92,73;92,96;92,57;92,92;134,24;699,89;101,62;96,31;81,01;75,82;61,38
27.01.2006;53,43;51,44;45,93;43,91;43,94;45,06;63,37;94,25;299,91;299,96;298,42;200,07;101,29;100,87;91,02;93,50;90,54;149,94;149,99;103,90;90,01;76,94;63,66;52,29
28.01.2006;66,16;64,35;56,93;54,07;49,85;45,37;40,71;46,59;52,00;83,36;89,08;87,07;79,68;66,36;59,87;56,05;58,55;76,01;90,03;77,92;53,43;44,08;55,09;47,23
29.01.2006;49,40;41,64;40,52;39,91;39,18;38,29;25,01;28,84;35,43;39,96;43,28;50,03;47,10;42,54;38,98;36,19;39,01;51,58;65,08;58,08;48,32;45,94;59,66;44,88
30.01.2006;41,36;39,97;38,57;37,18;36,52;39,90;47,56;96,44;100,02;97,93;100,09;103,49;94,97;95,16;91,06;87,97;82,55;94,46;99,93;92,92;90,01;72,11;65,07;52,29
31.01.2006;54,08;59,99;55,06;45,05;38,09;49,95;59,44;92,48;92,98;106,62;101,77;108,00;94,33;94,30;92,94;91,40;92,91;95,99;111,94;108,02;90,95;75,83;74,80;65,09
01.02.2006;47,67;47,78;45,31;33,55;30,17;46,74;61,01;90,03;94,39;110,27;118,39;130,94;93,09;90,96;92,44;91,19;91,29;129,94;146,92;97,15;89,97;83,55;66,86;55,92
02.02.2006;50,37;57,52;51,48;40,59;40,54;63,10;75,18;95,45;112,97;119,42;106,49;105,71;100,26;94,06;91,03;90,20;90,75;95,02;100,06;100,04;92,23;82,83;77,96;65,11
03.02.2006;63,98;63,07;59,77;46,93;48,97;56,96;72,07;110,44;140,72;149,91;149,94;157,09;116,17;116,15;96,03;90,82;90,16;97,85;152,58;112,59;92,92;75,92;77,91;63,37
04.02.2006;74,51;67,81;58,25;53,05;49,98;52,90;49,07;54,04;65,75;82,81;88,97;88,53;84,99;77,17;58,28;50,48;47,52;68,48;94,13;85,99;73,66;57,56;64,54;54,05
05.02.2006;55,30;48,06;43,72;41,98;40,58;38,03;29,75;31,54;36,91;42,96;48,99;60,16;54,92;46,91;43,77;42,31;42,63;50,83;75,05;65,38;59,97;53,36;59,98;45,94
06.02.2006;45,48;46,29;44,98;41,62;38,06;44,29;51,20;94,40;131,09;115,05;117,00;119,95;119,94;117,99;118,93;102,04;93,12;106,01;146,03;117,33;90,97;73,07;72,07;51,96
07.02.2006;49,10;43,23;35,04;29,64;32,52;38,04;44,08;80,10;81,02;81,03;87,92;90,20;87,96;90,04;87,11;81,06;77,12;87,93;90,02;88,76;82,56;60,38;53,06;44,46
